TP,FP,FN,TN,F1-score,Recall,Precision
86,13,14,187,0.8570034015104765,0.8566666666666667,0.8594000770905439
88,21,12,179,0.8570034015104765,0.8566666666666667,0.8594000770905439
83,9,17,191,0.8570034015104765,0.8566666666666667,0.8594000770905439
