TP,FP,FN,TN,F1-score,Recall,Precision
89,20,11,180,0.8636229267808215,0.8633333333333333,0.865592306454209
86,9,14,191,0.8636229267808215,0.8633333333333333,0.865592306454209
84,12,16,188,0.8636229267808215,0.8633333333333333,0.865592306454209
