TP,FP,FN,TN,F1-score,Recall,Precision
88,11,11,189,0.6722434978167687,0.7066666666666667,0.755781295115101
97,69,3,130,0.6722434978167687,0.7066666666666667,0.755781295115101
27,7,73,192,0.6722434978167687,0.7066666666666667,0.755781295115101
