TP,FP,FN,TN,F1-score,Recall,Precision
84,1,16,199,0.8884058884058885,0.8866666666666667,0.8992948056415548
88,7,12,193,0.8884058884058885,0.8866666666666667,0.8992948056415548
94,26,6,174,0.8884058884058885,0.8866666666666667,0.8992948056415548
