TP,FP,FN,TN,F1-score,Recall,Precision
3782,478,1218,9522,0.8036817099383777,0.8038666666666666,0.8096830520263497
4427,1323,573,8677,0.8036817099383777,0.8038666666666666,0.8096830520263497
3849,1141,1151,8859,0.8036817099383777,0.8038666666666666,0.8096830520263497
