TP,FP,FN,TN,F1-score,Recall,Precision
2589,1055,2348,8788,0.5932924190363819,0.5927604871447902,0.6062193098375618
3303,2286,1595,7596,0.5932924190363819,0.5927604871447902,0.6062193098375618
2869,2678,2076,7157,0.5932924190363819,0.5927604871447902,0.6062193098375618
