TP,FP,FN,TN,F1-score,Recall,Precision
90,17,10,182,0.656832539441235,0.6833333333333333,0.7616238317757009
86,74,14,125,0.656832539441235,0.6833333333333333,0.7616238317757009
29,3,70,197,0.656832539441235,0.6833333333333333,0.7616238317757009
